Drugname,Price,Search Query,Date,Price_prev,Price Changed,Form,Company,Region,Category
Canazole,2,AC,10/7/2024 15:47,2,TRUE,Ointment,MediHealth,North America,Fluconazole
Canazole,2,AC,10/7/2024 15:47,5,TRUE,Injection,MedGen,Europe,Fluconazole
Canazole,2,AC,10/7/2024 15:47,5,TRUE,Syrup,MediHealth,Middle East,Fluconazole
Canazole,2,AC,10/7/2024 15:47,5,TRUE,Ointment,MediHealth,Asia,Fluconazole
Canazole,2,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Middle East,Fluconazole
Canazole,5,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Middle East,Fluconazole
Canazole,5,AC,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Ointment,PharmaCorp,North America,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Tablet,MedGen,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Syrup,MediHealth,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Ointment,PharmaCorp,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Injection,PharmaCorp,Middle East,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Tablet,CureWell,North America,Fluconazole
Canazole,5,AC,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Middle East,Fluconazole
Canazole,5,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Capsule,MedGen,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Capsule,MedGen,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Injection,CureWell,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Capsule,BioTech,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Tablet,MedGen,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Capsule,CureWell,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Middle East,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Capsule,CureWell,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Injection,BioTech,Asia,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Injection,BioTech,Middle East,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Injection,CureWell,Europe,Fluconazole
Canazole,5,AC,10/7/2024 15:47,5,TRUE,Ointment,MedGen,Africa,Fluconazole
Canazole,5,AC,10/7/2024 15:47,2,TRUE,Injection,MedGen,Asia,Fluconazole
Canazole,2,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Middle East,Fluconazole
Canazole,2,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Asia,Fluconazole
Canazole,2,AC,10/7/2024 15:47,2,TRUE,Tablet,MedGen,Asia,Fluconazole
Canazole,2,AC,10/7/2024 15:47,2,TRUE,Tablet,MediHealth,North America,Fluconazole
Canazole,2,AC,10/7/2024 15:47,5,TRUE,Tablet,MediHealth,Africa,Fluconazole
Canazole,2,AC,10/7/2024 15:47,5,TRUE,Ointment,MediHealth,Middle East,Fluconazole
Canazole,2,AC,10/7/2024 15:47,5,TRUE,Injection,MedGen,Asia,Fluconazole
Canazole,2,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,North America,Fluconazole
Canazole,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Middle East,Fluconazole
Canazole,1,AC,10/7/2024 15:47,,TRUE,Capsule,MediHealth,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Syrup,MedGen,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Middle East,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Middle East,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Injection,MediHealth,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Tablet,CureWell,Middle East,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Asia,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Tablet,MedGen,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Asia,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,5,TRUE,Capsule,BioTech,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Injection,BioTech,Asia,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Injection,MediHealth,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Asia,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Injection,MedGen,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Injection,MediHealth,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Syrup,CureWell,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Capsule,MediHealth,Middle East,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Africa,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Europe,Fluconazole
Candinil,1,AC,10/7/2024 15:47,5,TRUE,Ointment,PharmaCorp,North America,Fluconazole
Candinil,1,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,Africa,Fluconazole
Candinil,2,AC,10/7/2024 15:47,2,TRUE,Syrup,BioTech,Europe,Fluconazole
Candinil,2,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Africa,Fluconazole
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Ointment,PharmaCorp,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Tablet,MedGen,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Asia,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Tablet,MediHealth,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Injection,MedGen,Asia,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,5,TRUE,Ointment,BioTech,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Syrup,PharmaCorp,Asia,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Injection,BioTech,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Injection,MediHealth,Asia,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Tablet,PharmaCorp,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,North America,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Asia,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Middle East,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,2,TRUE,Injection,BioTech,Europe,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Africa,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,5,TRUE,Ointment,BioTech,Asia,Cetirizine Hydrochloride
Cetisoft,2,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Cetirizine Hydrochloride
Cetisoft,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Middle East,Cetirizine Hydrochloride
Cetisoft,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Africa,Cetirizine Hydrochloride
Cetisoft,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Europe,Cetirizine Hydrochloride
Cetisoft,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Europe,Cetirizine Hydrochloride
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,North America,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Syrup,BioTech,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Syrup,MediHealth,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Capsule,MedGen,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Middle East,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Tablet,MediHealth,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,5,TRUE,Ointment,CureWell,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Middle East,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Middle East,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Tablet,BioTech,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Capsule,MedGen,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Capsule,MediHealth,Middle East,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Capsule,CureWell,North America,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Capsule,BioTech,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,5,TRUE,Injection,BioTech,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Asia,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,Africa,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Europe,Fluconazole
Conaz,1,AC,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,Asia,Fluconazole
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Ointment,MediHealth,Middle East,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Capsule,MediHealth,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,Middle East,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Syrup,MedGen,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,North America,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Tablet,CureWell,Middle East,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Injection,MedGen,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,5,TRUE,Ointment,MedGen,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,North America,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Syrup,MediHealth,North America,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Syrup,BioTech,North America,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Ointment,PharmaCorp,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Middle East,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Africa,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Europe,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,5,TRUE,Injection,BioTech,Asia,Ketoconazole (Shampoo)
Dancel,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Middle East,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,2,TRUE,Capsule,MediHealth,Europe,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Asia,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Europe,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Middle East,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,North America,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Europe,Ketoconazole (Shampoo)
Dancel,2,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Asia,Ketoconazole (Shampoo)
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Tablet,CureWell,Middle East,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Africa,Clonazepam
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Ointment,MedGen,Middle East,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Europe,Clonazepam
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Syrup,MediHealth,Europe,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,North America,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Clonazepam
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Injection,BioTech,Europe,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,Asia,Clonazepam
Denixil,2,AC,10/7/2024 15:47,5,TRUE,Syrup,BioTech,Asia,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Middle East,Clonazepam
Denixil,1,AC,10/7/2024 15:47,2,TRUE,Ointment,MediHealth,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Middle East,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,North America,Clonazepam
Denixil,1,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,North America,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Africa,Clonazepam
Denixil,1,AC,10/7/2024 15:47,2,TRUE,Tablet,BioTech,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Clonazepam
Denixil,1,AC,10/7/2024 15:47,2,TRUE,Injection,CureWell,Africa,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Middle East,Clonazepam
Denixil,1,AC,10/7/2024 15:47,2,TRUE,Syrup,MedGen,Europe,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Africa,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,North America,Clonazepam
Denixil,1,AC,10/7/2024 15:47,2,TRUE,Capsule,MediHealth,Middle East,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,5,TRUE,Tablet,BioTech,Asia,Clonazepam
Denixil,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,North America,Clonazepam
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Tablet,BioTech,Asia,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Middle East,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Africa,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,Asia,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,North America,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Middle East,Clonazepam
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Tablet,CureWell,Europe,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Asia,Clonazepam
Denixil,2,AC,10/7/2024 15:47,2,TRUE,Injection,MediHealth,Europe,Clonazepam
Denixil,2,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Europe,Clonazepam
Diflu,2,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Africa,Fluconazole
Diflu,2,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Europe,Fluconazole
Diflu,2,AC,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Middle East,Fluconazole
Diflu,2,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Europe,Fluconazole
Diflu,2,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Middle East,Fluconazole
Diflu,2,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,North America,Fluconazole
Diflu,2,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Europe,Fluconazole
Diflu,2,AC,10/7/2024 15:47,5,TRUE,Capsule,MedGen,Europe,Fluconazole
Diflu,2,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Asia,Fluconazole
Diflu,1,AC,10/7/2024 15:47,2,TRUE,Ointment,BioTech,Middle East,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,North America,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,Asia,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Africa,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Middle East,Fluconazole
Diflu,1,AC,10/7/2024 15:47,2,TRUE,Syrup,BioTech,North America,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Middle East,Fluconazole
Diflu,1,AC,10/7/2024 15:47,2,TRUE,Tablet,PharmaCorp,Middle East,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,North America,Fluconazole
Diflu,1,AC,10/7/2024 15:47,2,TRUE,Syrup,MedGen,North America,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Middle East,Fluconazole
Diflu,1,AC,10/7/2024 15:47,2,TRUE,Injection,CureWell,Asia,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,Africa,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Middle East,Fluconazole
Diflu,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,North America,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Africa,Fluconazole
Diflu,1,AC,10/7/2024 15:47,5,TRUE,Capsule,MediHealth,North America,Fluconazole
Diflu,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,North America,Fluconazole
Diflu,2,AC,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Europe,Fluconazole
